frame,DetObj#,x,y,z,v,Azimuth,Elevation,snr,noise
0,0,0.0,1.0712535381317139,0.42813777923583984,0.0,0.0,21.78464117047487,126,407
0,1,-0.39656388759613037,0.6275184750556946,-0.8830876350402832,0.0,-32.2910734313917,-49.949636540939345,126,407
0,2,0.0,1.1403683423995972,0.1744883507490158,0.03864889591932297,0.0,8.699385014689893,208,435
0,3,0.0,1.1291797161102295,0.23630334436893463,0.07729779183864594,0.0,11.819709345189002,119,441
0,4,0.03605126217007637,1.1521570682525635,-0.046049147844314575,0.1159466877579689,1.79221349243588,-2.2876478777502465,41,439
0,5,0.0,1.7804765701293945,-2.0188705921173096,-0.2705422639846802,0.0,-48.590376911668514,31,445
0,6,0.0,1.1536403894424438,0.0,-0.1159466877579689,0.0,0.0,34,449
0,7,0.0,1.1357592344284058,0.2023291140794754,-0.07729779183864594,0.0,10.100957439492362,126,453
0,8,0.0,1.138109564781189,0.188660129904747,-0.03864889591932297,0.0,9.4121179407575,222,435
1,0,0.0,1.1057194471359253,0.3290450870990753,0.0,0.0,16.572195022105355,163,414
1,1,0.0,2.606350898742676,0.6729568839073181,0.0,0.0,14.477511698793316,35,400
1,2,0.6729568839073181,2.231945514678955,1.3459137678146362,0.0,16.778654682516727,29.999999721752758,35,400
1,3,-0.03605126217007637,1.1352204084396362,0.2021413892507553,0.03864889591932297,-1.8189341796616698,10.091487013542357,184,439
1,4,0.0,2.331191062927246,1.3459137678146362,0.03864889591932297,0.0,29.99999966747588,30,432
1,5,-0.07210252434015274,1.1308103799819946,0.21669167280197144,0.07729779183864594,-3.64834415397716,10.826344251903242,106,437
1,6,0.0,1.1415144205093384,0.16682660579681396,-0.07729779183864594,0.0,8.31462857570479,132,449
1,7,-0.03605126217007637,1.1326953172683716,0.21584157645702362,-0.03864889591932297,-1.8229863540683346,10.783362888927359,218,441
2,0,0.0,0.7197510600090027,0.2710411846637726,0.0,0.0,20.635184300866303,72,418
2,1,-0.03605126217007637,1.125089406967163,0.2525078356266022,0.03864889591932297,-1.8353018375148633,12.643209386022747,243,441
2,2,-0.03605126217007637,1.1146432161331177,0.2952233850955963,0.07729779183864594,-1.8524899535346944,14.82727138918091,175,439
2,3,0.0,1.1170074939727783,0.28841009736061096,0.1159466877579689,0.0,14.477512326423918,37,442
2,4,-0.18025630712509155,1.13523530960083,0.0981559008359909,0.1159466877579689,-9.022287357087258,4.880833425770515,37,442
2,5,0.0,1.1410075426101685,0.17025841772556305,-0.1159466877579689,0.0,8.486919340113193,58,451
2,6,-0.03605126217007637,1.1295568943023682,0.2317061722278595,-0.07729779183864594,-1.8280480076549064,11.586542057344186,153,450
2,7,0.0,1.1275266408920288,0.24406938254833221,-0.03864889591932297,0.0,12.214053076291504,232,448
3,0,-0.03605126217007637,1.0717358589172363,0.42540404200553894,0.0,-1.9266002838187468,21.638502601238425,194,413
3,1,0.0,1.0928878784179688,0.36943507194519043,0.03864889591932297,0.0,18.677086784433335,206,438
3,2,0.0,1.0796265602111816,0.40656179189682007,0.07729779183864594,0.0,20.635185515080114,108,442
3,3,-0.43261516094207764,0.9661021828651428,-0.4586685001850128,0.07729779183864594,-24.122568621608178,-23.42720485009168,108,442
3,4,0.0,1.0458743572235107,0.48686033487319946,0.1159466877579689,0.0,24.962240064112287,56,441
3,5,0.14420504868030548,1.107659935951233,0.28841009736061096,0.15459558367729187,7.417556200365678,14.47751294787376,30,434
3,6,0.0,1.095737099647522,0.3608967363834381,-0.1159466877579689,0.0,18.230040281010588,46,439
3,7,0.07210252434015274,1.0936155319213867,0.3601285219192505,-0.1159466877579689,3.7720752561678474,18.189875114335965,46,439
3,8,0.0,1.1089383363723755,0.3180282413959503,-0.07729779183864594,0.0,16.00216223632919,172,443
3,9,0.0,1.1020379066467285,0.3411722183227539,-0.03864889591932297,0.0,17.201636859127827,253,433
4,0,-0.18025630712509155,1.1240884065628052,0.18659836053848267,0.0,-9.11026270688501,9.308337921628498,133,426
4,1,-0.18025630712509155,1.1229760646820068,0.19318048655986786,0.03864889591932297,-9.119135147315225,9.639760617029902,166,463
4,2,0.0,2.6918275356292725,0.0,0.03864889591932297,0.0,0.0,35,443
4,3,-0.16823922097682953,2.6654105186462402,-0.33647844195365906,0.03864889591932297,-3.611686246295447,-7.180755825172719,35,443
4,4,-0.2523588240146637,1.1121246814727783,0.17429836094379425,0.07729779183864594,-12.78482654371515,8.689839235922182,112,441
4,5,0.0,2.0511574745178223,-1.7431833744049072,0.07729779183864594,0.0,-40.35966346871069,35,433
4,6,0.0,2.0511574745178223,1.7431833744049072,0.2318933755159378,0.0,40.35966346871069,31,440
4,7,0.33647844195365906,2.3067798614501953,1.3459137678146362,0.2705422639846802,8.298921492706606,30.00000126710514,45,435
4,8,0.5888372659683228,2.3478264808654785,1.1776745319366455,0.2705422639846802,14.07943045714487,25.944478811346077,45,435
4,9,-0.3244613707065582,1.0112791061401367,-0.45047247409820557,-0.07729779183864594,-17.788451530971685,-22.984315208346406,46,443
4,10,-0.28841009736061096,1.1157914400100708,-0.052106745541095734,-0.03864889591932297,-14.492626642970794,-2.588772725800422,127,452
4,11,-0.21630758047103882,1.128684401512146,-0.10083986818790436,-0.03864889591932297,-10.848949246128615,-5.0146317882721245,127,452
4,12,-0.7690935730934143,2.550794839859009,-1.5381871461868286,-0.03864889591932297,-16.778654718641363,-29.999999773632812,32,440
5,0,-0.3244613707065582,0.9715415835380554,-0.530771017074585,0.0,-18.46754109258393,-27.39250237460905,52,416
5,1,0.07210252434015274,1.1210960149765015,0.2623567283153534,0.0,3.679870785378566,13.145011415175098,52,416
5,2,-0.21630758047103882,1.124627709388733,0.13895946741104126,0.03864889591932297,-10.887149362864346,6.9182481924759,151,450
5,3,-0.28841009736061096,1.110741138458252,0.11815167218446732,0.07729779183864594,-14.555728592853946,5.878333597346,67,451
5,4,0.0,2.3072807788848877,0.0,0.5410845279693604,0.0,0.0,37,437
5,5,0.7931277751922607,1.4759018421173096,1.5862555503845215,0.5410845279693604,28.25292524934581,43.432537148256365,37,437
5,6,-0.21630758047103882,1.1023911237716675,-0.2623567283153534,-0.1159466877579689,-11.101353331590692,-13.145010860564598,31,440
5,7,-0.3244613707065582,1.1027132272720337,0.0981559008359909,-0.07729779183864594,-16.395945950527288,4.88083324515876,54,443
5,8,-0.21630758047103882,1.1262762546539307,0.12489575147628784,-0.03864889591932297,-10.871593713105879,6.2151540047317235,146,445
6,0,0.0,1.1348590850830078,0.20731842517852783,0.0,0.0,10.352753320570288,135,409
6,1,0.0,1.1061469316482544,0.3276050388813019,0.03864889591932297,0.0,16.49758998703,160,446
6,2,0.0,1.0771788358688354,0.41300347447395325,0.07729779183864594,0.0,20.97743161732719,81,450
6,3,0.8652302622795105,1.9858219623565674,2.184483051300049,-0.30919116735458374,23.54294207776384,45.24172180946011,38,434
6,4,1.24977707862854,2.428746461868286,1.4153894186019897,-0.30919116735458374,27.2293087790712,27.392502612587442,38,434
6,5,0.0,1.0796265602111816,0.40656179189682007,-0.03864889591932297,0.0,20.635185515080114,105,437
6,6,-0.4686664044857025,0.7230731248855591,-0.7670744061470032,-0.03864889591932297,-32.9496558273188,-41.67591280046767,105,437
7,0,0.0,1.1115461587905884,0.3087899684906006,0.0,0.0,15.525410069351944,162,407
7,1,0.03605126217007637,1.1157112121582031,0.2911611497402191,0.03864889591932297,1.8507179220695,14.618670447240726,223,441
7,2,0.0,1.076294183731079,0.4153033494949341,0.07729779183864594,0.0,21.099814136937564,134,448
7,3,0.0,1.1170074939727783,0.28841009736061096,0.1159466877579689,0.0,14.477512326423918,44,452
7,4,0.07210252434015274,1.127321720123291,0.23416492342948914,-0.1159466877579689,3.6596038469293095,11.711224376963502,51,440
7,5,-0.03605126217007637,1.1461337804794312,0.12634769082069397,-0.1159466877579689,-1.8016259380932014,6.287696335712732,51,440
7,6,0.0,1.1530126333236694,0.03805357217788696,-0.07729779183864594,0.0,1.8902810884950956,153,436
7,7,0.0,1.1489723920822144,0.10367505252361298,-0.03864889591932297,0.0,5.155998365537719,234,435
8,0,0.03605126217007637,1.105785608291626,0.3268404006958008,0.0,1.8673183785812622,16.45798723821541,195,433
8,1,0.0,1.0431630611419678,0.49264276027679443,0.03864889591932297,0.0,25.279427997544484,214,462
8,2,0.0,1.0578417778015137,0.46027907729148865,0.07729779183864594,0.0,23.51440993257316,163,449
8,3,-0.03605126217007637,0.9757990837097168,0.6143310070037842,0.1159466877579689,-2.1158516748573186,32.17555297312026,71,446
8,4,0.6729568839073181,2.68323016166687,1.3459137678146362,0.3478400707244873,14.0794311430377,25.94447988724185,34,442
8,5,1.5381871461868286,2.1753251552581787,1.5381871461868286,0.3478400707244873,35.26438933003945,29.999999793611114,34,442
8,6,0.0,2.0511574745178223,1.7431833744049072,-0.38648897409439087,0.0,40.35966346871069,30,442
8,7,-0.8411961197853088,1.6444600820541382,1.95807945728302,-0.38648897409439087,-27.091257077077874,46.67023752223752,30,442
8,8,0.0,1.1332533359527588,0.215923473238945,-0.1159466877579689,0.0,10.787503008455474,50,438
8,9,0.0,1.1170074939727783,0.28841009736061096,-0.07729779183864594,0.0,14.477512326423918,120,436
8,10,0.0,1.1126354932785034,0.3048415780067444,-0.03864889591932297,0.0,15.32198602750797,213,431
9,0,-0.03605126217007637,1.126856803894043,0.24449937045574188,0.0,-1.832425257568027,12.235905397750107,142,413
9,1,-0.07210252434015274,1.13887619972229,0.16925832629203796,0.03864889591932297,-3.6225746735980238,8.436702911739374,210,464
9,2,-0.4205980598926544,2.383718967437744,1.1776745319366455,0.03864889591932297,-10.006622479843559,25.944478169520014,35,460
9,3,-0.07210252434015274,1.1300933361053467,0.22040081024169922,0.07729779183864594,-3.650652769135938,11.013956350340337,137,452
9,4,0.0,1.1501275300979614,0.08995987474918365,0.1159466877579689,0.0,4.472415579423132,44,450
9,5,-0.10815379023551941,1.1162391901016235,0.27055275440216064,0.1159466877579689,-5.534183668779906,13.563382697320645,44,450
9,6,0.7570765018463135,1.8625903129577637,1.7898402214050293,0.30919116735458374,22.119987600927814,41.67591054532923,33,450
9,7,0.0,1.1536403894424438,0.0,-0.1159466877579689,0.0,0.0,35,450
9,8,0.0,1.1475740671157837,0.11815167218446732,-0.07729779183864594,0.0,5.8783336447871415,129,445
9,9,-0.03605126217007637,1.1485002040863037,0.10263390839099884,-0.03864889591932297,-1.797916222517445,5.104081660654265,218,438
10,0,-0.10815379023551941,1.0486373901367188,0.46856001019477844,0.0,-5.888520324109597,23.963699928799837,132,424
10,1,-0.03605126217007637,1.1301350593566895,0.2288689762353897,0.03864889591932297,-1.8271134318268092,11.442739042446583,187,465
10,2,-0.14420504868030548,1.0743311643600464,0.3948461413383484,0.07729779183864594,-7.644988305241651,20.014688905521712,120,451
10,3,0.0,1.058541178703308,0.4586685001850128,0.1159466877579689,0.0,23.427203714090002,41,446
10,4,0.07210252434015274,1.1210960149765015,0.2623567283153534,0.1159466877579689,3.679870785378566,13.145011415175098,41,446
10,5,0.03605126217007637,1.1508203744888306,0.07210252434015274,-0.1159466877579689,1.794293813201853,3.5833218997671277,34,442
10,6,0.39656388759613037,0.7379509210586548,0.7931277751922607,-0.1159466877579689,28.25292524934581,43.432537148256365,34,442
10,7,-0.07210252434015274,1.1491491794586182,0.07171840965747833,-0.07729779183864594,-3.5902752475201116,3.5642074098150247,106,445
10,8,0.0,1.1527818441390991,0.044499073177576065,-0.03864889591932297,0.0,2.210603735569634,186,451
11,0,-0.2523588240146637,1.082629680633545,0.30840587615966797,0.0,-13.121234789975022,15.505612121888088,120,428
11,1,-0.14420504868030548,1.1087392568588257,0.28423306345939636,0.03864889591932297,-7.4104157497409,14.26335760829721,171,476
11,2,-0.19227339327335358,3.054734230041504,0.30936866998672485,0.03864889591932297,-3.6016030598647166,5.77157710887331,55,447
11,3,-0.18025630712509155,1.0909233093261719,0.3290594220161438,0.07729779183864594,-9.382369264261945,16.572938201948016,113,456
11,4,-0.10815379023551941,1.1442914009094238,0.09892413020133972,-0.07729779183864594,-5.399325362455977,4.919127809358804,89,448
11,5,-0.10815379023551941,1.1380640268325806,0.1549166738986969,-0.03864889591932297,-5.428693910850055,7.717280676516057,177,448
11,6,0.0,3.0763742923736572,0.0,-0.03864889591932297,0.0,0.0,31,438
11,7,0.6729568839073181,2.68323016166687,1.3459137678146362,-0.03864889591932297,14.0794311430377,25.94447988724185,31,438
12,0,0.0,1.1517482995986938,0.06604492664337158,0.0,0.0,3.2819289167666703,118,423
12,1,-0.03605126217007637,1.1440725326538086,0.14382092654705048,0.03864889591932297,-1.804869739029946,7.161527977659512,201,468
12,2,0.0,2.6918275356292725,0.0,0.03864889591932297,0.0,0.0,40,456
12,3,-0.16823922097682953,2.6654105186462402,0.33647844195365906,0.03864889591932297,-3.611686246295447,7.180755825172719,40,456
12,4,0.0,1.133541464805603,0.2144060581922531,0.07729779183864594,0.0,10.710793713320545,131,455
12,5,-0.07210252434015274,1.1356217861175537,0.18987008929252625,0.1159466877579689,-3.632928321447095,9.473035369811592,58,447
12,6,0.33647844195365906,1.7483932971954346,2.0188705921173096,0.19324448704719543,10.893394504376658,48.59037670187338,38,435
12,7,0.0,1.1475740671157837,0.11815167218446732,-0.1159466877579689,0.0,5.8783336447871415,37,442
12,8,-0.14420504868030548,1.144592046737671,8.581347539840783e-15,-0.1159466877579689,-7.180756057150847,4.261943495117096e-13,37,442
12,9,-0.03605126217007637,1.14235520362854,0.15687841176986694,-0.07729779183864594,-1.807581242850964,7.815613386387201,125,443
12,10,-0.03605126217007637,1.1476154327392578,0.11209408193826675,-0.03864889591932297,-1.7993014422221272,5.575972799439142,199,453
13,0,0.0,0.7630613446235657,0.8652303218841553,0.0,0.0,48.59038073528973,89,424
13,1,0.3244613707065582,1.0857356786727905,-0.21630758047103882,0.0,16.638255314724926,-10.806923402640278,89,424
13,2,0.0,1.0700081586837769,0.431240975856781,0.03864889591932297,0.0,21.950710240441953,173,454
13,3,-0.43261516094207764,0.959394097328186,-0.4725392460823059,0.03864889591932297,-24.271822502861486,-24.180152238656124,173,454
13,4,0.0,1.031721591949463,0.5161750912666321,0.07729779183864594,0.0,26.579012802901786,106,447
13,5,0.6489227414131165,0.6244261264801025,-0.7210252285003662,0.07729779183864594,46.10211713223921,-38.68218751931893,106,447
13,6,0.7690935730934143,2.550794839859009,-1.5381871461868286,0.42513784766197205,16.778654718641363,-29.999999773632812,37,439
13,7,0.0,1.1086761951446533,0.31894081830978394,-0.07729779183864594,0.0,16.049318412550527,71,451
13,8,-0.3244613707065582,1.0802185535430908,-0.2423609495162964,-0.07729779183864594,-16.718502713975585,-12.12725272792907,71,451
13,9,0.0,1.1170074939727783,0.28841009736061096,-0.03864889591932297,0.0,14.477512326423918,170,449
14,0,0.07210252434015274,1.142318844795227,0.14420504868030548,0.0,3.611686138366114,7.180755613108864,81,424
14,1,0.03605126217007637,1.1408706903457642,0.16733306646347046,0.03864889591932297,1.8099317237357722,8.340051040033828,127,450
14,2,0.0,1.0898267030715942,0.3783699572086334,0.07729779183864594,0.0,19.146162610319212,44,446
14,3,-0.39656388759613037,0.6275184750556946,-0.8830876350402832,0.07729779183864594,-32.2910734313917,-49.949636540939345,44,446
14,4,0.14420504868030548,1.5040093660354614,0.28841009736061096,0.15459558367729187,5.4768014719101785,10.806923269701809,31,435
14,5,0.0,1.1524630784988403,0.052106745541095734,-0.07729779183864594,0.0,2.588772506390219,51,452
14,6,-0.43261516094207764,0.6285752058029175,-0.8652303218841553,-0.07729779183864594,-34.537585962403725,-48.590379486395086,51,452
14,7,0.0,1.1360325813293457,0.20078913867473602,-0.03864889591932297,0.0,10.023278733629372,120,454
15,0,0.0,1.1527361869812012,0.045665040612220764,0.0,0.0,2.2685561241611447,69,419
15,1,-0.10815379023551941,1.146294116973877,0.07210252434015274,0.0,-5.389947684083929,3.583321607110335,69,419
